Date,Classification,total_pnl,avg_win_rate,avg_leverage,active_accounts,total_trades
2023-03-28,Greed,0.0,0.0,1191.326187411838,1,3
2023-11-14,Greed,155.50335699999994,0.5,787081.9426691299,2,1045
2024-03-09,Greed,176965.491774,0.4,34806.774769047894,5,6962
2024-10-27,Greed,3189461.032019,0.896551724137931,47478.447435839335,29,35241
2025-02-19,Fear,6699925.190574,0.9375,5186239.936673787,32,133871
