Account,Date,daily_pnl,trade_count,avg_trade_size,avg_leverage,long_trades,short_trades,long_short_ratio,win_day,cum_pnl,rolling_peak,drawdown_proxy,pnl_volatility,lev_adjusted_pnl,pnl_per_unit_leverage,account_win_rate,account_pnl_std,leverage_segment,frequency_segment,consistency_segment,Classification,sentiment,value
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-03,145563.448374,249,1759.9534939759035,0.05322290539396409,3,246,0.012145748987854251,1,145563.448374,145563.448374,0.0,78179.40578288991,2734977.4931773655,138207.63641629228,0.6,78179.40578288991,Low_Leverage,Infrequent,Consistent,Neutral,,50.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27,160450.518105,43,6742.71976744186,0.5684584221640915,0,43,0.0,1,306013.966479,306013.966479,0.0,78179.40578288991,282255.50339138834,102298.22852659192,0.6,78179.40578288991,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-19,110527.905862,671,2807.6623994038746,0.3252661642203974,211,460,0.45770065075921906,1,416541.872341,416541.872341,0.0,78179.40578288991,339807.57305917406,83400.5340557527,0.6,78179.40578288991,Low_Leverage,Infrequent,Consistent,Fear,0.0,44.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-06-15,0.0,186,1365.6282795698924,0.010352159685990096,0,186,0.0,0,416541.872341,416541.872341,0.0,78179.40578288991,0.0,0.0,0.6,78179.40578288991,Low_Leverage,Infrequent,Consistent,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-27,69282.42904,3711,494.23683912691996,1205.617515344485,1738,1973,0.8804457953394124,1,69282.42904,69282.42904,0.0,33986.55606125391,57.46634248275973,57.41871650207243,1.0,33986.55606125391,High_Leverage,Frequent,Consistent,Greed,1.0,74.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,32683.214094,4629,541.9522812702527,979.8731000948372,2270,2359,0.961864406779661,1,101965.643134,101965.643134,0.0,33986.55606125391,33.3545375322955,33.32053258555054,1.0,33986.55606125391,High_Leverage,Frequent,Consistent,Fear,0.0,44.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-15,1378.073027,179,368.8205586592179,734.1309994374301,68,111,0.6071428571428571,1,103343.716161,103343.716161,0.0,33986.55606125391,1.8771486670036102,1.8745951783486083,1.0,33986.55606125391,Low_Leverage,Infrequent,Consistent,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-10-27,61076.167808,328,8444.161189024391,0.3926376670581913,183,145,1.2534246575342465,1,61076.167808,61076.167808,0.0,336748.2811565737,155553.51137247903,43856.46694234354,1.0,336748.2811565737,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19,613327.827224,3806,8998.349072517078,2526.687018073665,1797,2009,0.8940298507462686,1,674403.995032,674403.995032,0.0,336748.2811565737,242.7399289412578,242.64389651034148,1.0,336748.2811565737,High_Leverage,Frequent,Consistent,Fear,0.0,44.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-15,3343.0556109999998,222,11511.476621621621,6680.23624975302,135,87,1.5340909090909092,1,677747.050643,677747.050643,0.0,336748.2811565737,0.5004397278799232,0.5003648256149571,1.0,336748.2811565737,High_Leverage,Infrequent,Consistent,,,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-09,-7919.471032000002,730,6219.798493150685,961.29189587843,357,373,0.9545454545454546,0,-7919.471032000002,-7919.471032000002,0.0,105164.41730190715,-8.238362422439002,-8.229801233824897,0.6,105164.41730190715,High_Leverage,Infrequent,Consistent,Greed,1.0,84.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,-25991.506339,1309,10190.317929717341,2326.668124271559,706,603,1.1688741721854305,0,-33910.977371,-7919.471032000002,-25991.506339,105164.41730190715,-11.17112753119335,-11.166328252716013,0.6,105164.41730190715,High_Leverage,Infrequent,Consistent,Neutral,,50.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-27,111230.498007,1703,19645.16682912507,166852.05187158915,960,743,1.2903225806451613,1,77319.520636,77319.520636,0.0,105164.41730190715,0.6666414752430135,0.6666374798622412,0.6,105164.41730190715,High_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-19,223968.37089299998,3737,20468.303636606903,187759.20386509848,2107,1630,1.2918454935622317,1,301287.891529,301287.891529,0.0,105164.41730190715,1.1928489591057125,1.19284260606106,0.6,105164.41730190715,High_Leverage,Frequent,Consistent,Fear,0.0,44.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-15,7687.978187,105,17592.19438095238,25858.655383993864,42,63,0.65625,1,308975.869716,308975.869716,0.0,105164.41730190715,0.2973077320856655,0.2972962351137349,0.6,105164.41730190715,High_Leverage,Infrequent,Consistent,,,
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-10-27,0.0,223,3261.5788789237668,1.2924847316799557,223,0,223.0,0,0.0,0.0,0.0,243183.84881463888,0.0,0.0,0.6666666666666666,243183.84881463888,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19,403501.648209,5777,28304.44506318158,2398179.265200777,2646,3131,0.8448275862068966,1,403501.648209,403501.648209,0.0,243183.84881463888,0.16825333037612542,0.16825326021737513,0.6666666666666666,243183.84881463888,High_Leverage,Frequent,Consistent,Fear,0.0,44.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15,436920.907007,6236,41153.69550032072,57724.215564923594,3499,2737,1.2779401022644266,1,840422.555216,840422.555216,0.0,243183.84881463888,7.569109475651275,7.568978352546726,0.6666666666666666,243183.84881463888,High_Leverage,Frequent,Consistent,,,
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-10-27,101539.274031,250,525.47136,0.06611597861478,0,250,0.0,1,101539.274031,101539.274031,0.0,56648.71903105149,1535775.105479589,95242.24012000218,1.0,56648.71903105149,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-19,6979.340871,572,891.0710664335664,134669002.25277779,346,226,1.524229074889868,1,108518.614902,108518.614902,0.0,56648.71903105149,5.182588980572951e-05,5.1825889420890466e-05,1.0,56648.71903105149,High_Leverage,Infrequent,Consistent,Fear,0.0,44.0
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-06-15,212.60187,153,568.6079738562091,1125.324457941004,17,136,0.12408759124087591,1,108731.216772,108731.216772,0.0,56648.71903105149,0.18892495271007945,0.18875721689347874,1.0,56648.71903105149,High_Leverage,Infrequent,Consistent,,,
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27,327545.999992,202,16311.138465346536,452.54853649792955,104,98,1.0505050505050506,1,327545.999992,327545.999992,0.0,166593.84298758884,723.7809286197936,722.1851105972983,1.0,166593.84298758884,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-02-19,98269.195073,932,8098.078723175966,969310.7265408894,299,633,0.471608832807571,1,425815.195065,425815.195065,0.0,166593.84298758884,0.10138048861141392,0.10138038402123326,1.0,166593.84298758884,High_Leverage,Infrequent,Consistent,Fear,0.0,44.0
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-06-15,3540.3708500000002,456,1386.494692982456,0.2319869316400607,195,261,0.7442748091603053,1,429355.565915,429355.565915,0.0,166593.84298758884,15261.078824444568,2873.708120659157,1.0,166593.84298758884,Low_Leverage,Infrequent,Consistent,,,
