Account,Date,daily_pnl,trade_count,avg_trade_size,avg_leverage,long_trades,short_trades,long_short_ratio,win_day,cum_pnl,rolling_peak,drawdown_proxy,pnl_volatility,lev_adjusted_pnl,pnl_per_unit_leverage,account_win_rate,account_pnl_std,leverage_segment,frequency_segment,consistency_segment,Classification,sentiment,value
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-10-27,36993.371011,156,2583.170064102564,0.09037246706145662,64,92,0.6881720430107527,1,31645.109669000005,31645.109669000005,0.0,28269.673903871262,409343.3787288682,33927.279098212,0.2857142857142857,28269.673903871262,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-19,-59349.677108,349,1648.5575358166188,1115017.2621328353,66,283,0.2323943661971831,0,-27704.567439,31645.109669000005,-59349.677108,28269.673903871262,-0.0532275859070328,-0.053227538170069456,0.2857142857142857,28269.673903871262,High_Leverage,Infrequent,Consistent,Fear,0.0,44.0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-06-15,-3499.0325470000002,198,1218.5765151515152,0.14663766563072092,8,190,0.041884816753926704,0,-31203.599985999997,31645.109669000005,-62848.709655,28269.673903871262,-23861.758382131153,-3051.5590511980245,0.2857142857142857,28269.673903871262,Low_Leverage,Infrequent,Consistent,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-10-27,34983.381862,144,4554.800138888889,3844.4781392141977,59,85,0.686046511627907,1,34983.381862,34983.381862,0.0,39251.38738936482,9.099643851571107,9.09727752844505,0.5,39251.38738936482,High_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-19,-20526.462526,3445,4800.430827285922,35350.84026885473,1589,1856,0.8556812062466344,0,14456.919336000003,34983.381862,-20526.462526,39251.38738936482,-0.5806499186409579,-0.5806334937557406,0.5,39251.38738936482,High_Leverage,Frequent,Consistent,Fear,0.0,44.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-27,7612.618288,191,2786.4265445026176,18.38368982050901,112,79,1.4,1,7612.618288,7612.618288,0.0,27061.691165498392,414.0963192006914,392.7331874628654,1.0,27061.691165498392,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-19,45883.628955,141,4338.219787234042,23828.785964992072,58,83,0.6904761904761905,1,53496.247243,53496.247243,0.0,27061.691165498392,1.9255546221452355,1.9254738176166102,1.0,27061.691165498392,High_Leverage,Infrequent,Consistent,Fear,0.0,44.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-10-27,16102.56859,125,6480.62816,101.80348143823443,18,107,0.16666666666666666,1,16102.56859,16102.56859,0.0,118299.28661641778,158.17306404957918,156.6344676729126,1.0,118299.28661641778,Low_Leverage,Infrequent,Consistent,Greed,1.0,74.0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19,183403.024142,258,4563.756162790698,83030.81251371506,83,175,0.4715909090909091,1,199505.59273200002,199505.59273200002,0.0,118299.28661641778,2.2088549851503068,2.208828382635942,1.0,118299.28661641778,High_Leverage,Infrequent,Consistent,Fear,0.0,44.0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-03-09,0.0,88,1136.3127272727272,0.009146938764129349,88,0,88.0,0,0.0,0.0,0.0,78179.40578288991,0.0,0.0,0.6,78179.40578288991,Low_Leverage,Infrequent,Consistent,Greed,1.0,84.0
